hits@1,hits@5,hits@10,recall@100,mrr,ndcg@10,query,gt_id,model,time_ms
1.0,1.0,1.0,1.0,1.0,1.0,Cecidomyiidae sp. BIOUG01409-C04,2367475,sentence-transformers/all-mpnet-base-v2,597.4710760638118
1.0,1.0,1.0,1.0,1.0,1.0,Pteromalidae sp. BIOUG22073-G02,2089671,sentence-transformers/all-mpnet-base-v2,596.8043099856004
1.0,1.0,1.0,1.0,1.0,1.0,Leptochloa longa,2653861,sentence-transformers/all-mpnet-base-v2,597.0005280105397
1.0,1.0,1.0,1.0,1.0,1.0,Gateway expression vector pAGRIKOLA-CATMA5a47720,1942409,sentence-transformers/all-mpnet-base-v2,596.8935289420187
1.0,1.0,1.0,1.0,1.0,1.0,Araecerus sp. sc_00811,1899617,sentence-transformers/all-mpnet-base-v2,596.313338028267
1.0,1.0,1.0,1.0,1.0,1.0,[Candida] jaroonii,467808,sentence-transformers/all-mpnet-base-v2,596.6153780464083
1.0,1.0,1.0,1.0,1.0,1.0,Centrophorus moluccensis,335026,sentence-transformers/all-mpnet-base-v2,597.6329270051792
1.0,1.0,1.0,1.0,1.0,1.0,Lexias damalis,2745822,sentence-transformers/all-mpnet-base-v2,596.0048090200871
1.0,1.0,1.0,1.0,1.0,1.0,Baetis pluto,603497,sentence-transformers/all-mpnet-base-v2,597.9814070742577
1.0,1.0,1.0,1.0,1.0,1.0,Bathybagrus,390419,sentence-transformers/all-mpnet-base-v2,597.1079339506105
1.0,1.0,1.0,1.0,1.0,1.0,Lonicera myrtilloides,566148,sentence-transformers/all-mpnet-base-v2,597.6682519540191
1.0,1.0,1.0,1.0,1.0,1.0,Escherichia coli O103:H2 str. 2010C-4433,1446504,sentence-transformers/all-mpnet-base-v2,596.6950069414452
1.0,1.0,1.0,1.0,1.0,1.0,Westiellopsis sp. MN-8A,2920864,sentence-transformers/all-mpnet-base-v2,597.4733100738376
1.0,1.0,1.0,1.0,1.0,1.0,Tanypus sp. BIOUG24395-B02,2300538,sentence-transformers/all-mpnet-base-v2,596.9619849929586
1.0,1.0,1.0,1.0,1.0,1.0,Norovirus Hu/GII.4/P61/2012/Gothenburg/Sweden,1497081,sentence-transformers/all-mpnet-base-v2,596.8010469805449
1.0,1.0,1.0,1.0,1.0,1.0,Sciaridae sp. BIOUG25061-G04,2416097,sentence-transformers/all-mpnet-base-v2,597.1228410489857
1.0,1.0,1.0,1.0,1.0,1.0,HIV-1 M:CRF11_BA80,1853796,sentence-transformers/all-mpnet-base-v2,597.1008810447529
1.0,1.0,1.0,1.0,1.0,1.0,Bradyrhizobium sp. P11-1,1399403,sentence-transformers/all-mpnet-base-v2,596.4544300222769
1.0,1.0,1.0,1.0,1.0,1.0,Balaustium sp. BIOUG07675-H07,2451783,sentence-transformers/all-mpnet-base-v2,597.1258289646357
1.0,1.0,1.0,1.0,1.0,1.0,Ottelia sp. 35,2914915,sentence-transformers/all-mpnet-base-v2,597.2686400637031
1.0,1.0,1.0,1.0,1.0,1.0,Thalamita cf. rubridens UF 25803,1888342,sentence-transformers/all-mpnet-base-v2,596.8634890159592
1.0,1.0,1.0,1.0,1.0,1.0,Poikilacanthus bahiensis,2038570,sentence-transformers/all-mpnet-base-v2,597.5526690017432
1.0,1.0,1.0,1.0,1.0,1.0,Vicia faba partitivirus 1,403698,sentence-transformers/all-mpnet-base-v2,598.1371729867533
1.0,1.0,1.0,1.0,1.0,1.0,Prochlorococcus marinus str. MU1411,2053473,sentence-transformers/all-mpnet-base-v2,597.9085800936446
1.0,1.0,1.0,1.0,1.0,1.0,Scilla mesopotamica,3040988,sentence-transformers/all-mpnet-base-v2,612.5758920097724
1.0,1.0,1.0,1.0,1.0,1.0,Decapoda sp. KSA_1488,2229610,sentence-transformers/all-mpnet-base-v2,596.5505519416183
1.0,1.0,1.0,1.0,1.0,1.0,Callithaca tenerrima,380166,sentence-transformers/all-mpnet-base-v2,597.2874879371375
1.0,1.0,1.0,1.0,1.0,1.0,Bacillus sp. DCR_A37,588256,sentence-transformers/all-mpnet-base-v2,596.4625240303576
1.0,1.0,1.0,1.0,1.0,1.0,Pegomya sp. BIOUG19216-A06,2133482,sentence-transformers/all-mpnet-base-v2,598.1330909999087
1.0,1.0,1.0,1.0,1.0,1.0,Cecidomyiidae sp. BIOUG22879-H07,2368487,sentence-transformers/all-mpnet-base-v2,597.0374799799174
1.0,1.0,1.0,1.0,1.0,1.0,uncultured Trametes,450329,sentence-transformers/all-mpnet-base-v2,597.9791519930586
1.0,1.0,1.0,1.0,1.0,1.0,Sphingomonas sp. 12A,598744,sentence-transformers/all-mpnet-base-v2,597.943939967081
1.0,1.0,1.0,1.0,1.0,1.0,Parasitidae sp. CNEIA2552-12,1687868,sentence-transformers/all-mpnet-base-v2,596.95462603122
1.0,1.0,1.0,1.0,1.0,1.0,Lepidotrigla grandis,548260,sentence-transformers/all-mpnet-base-v2,596.5594600420445
1.0,1.0,1.0,1.0,1.0,1.0,Candidatus Mycoplasma haemomeles,1393123,sentence-transformers/all-mpnet-base-v2,599.7158329701051
1.0,1.0,1.0,1.0,1.0,1.0,Coprinopsis aff. krieglsteineri SZMC-NL-1748,1221092,sentence-transformers/all-mpnet-base-v2,602.7612900361419
1.0,1.0,1.0,1.0,1.0,1.0,Microcystis sp. LE17-20A,3016430,sentence-transformers/all-mpnet-base-v2,598.4715330414474
1.0,1.0,1.0,1.0,1.0,1.0,Uroteuthis sp.,2909775,sentence-transformers/all-mpnet-base-v2,598.3466550242156
1.0,1.0,1.0,1.0,1.0,1.0,Aniba williamsii,1186081,sentence-transformers/all-mpnet-base-v2,597.4988789530471
1.0,1.0,1.0,1.0,1.0,1.0,Maxates illiturata,2803425,sentence-transformers/all-mpnet-base-v2,597.8189659072086
1.0,1.0,1.0,1.0,1.0,1.0,Acinetobacter sp. lz1,871537,sentence-transformers/all-mpnet-base-v2,596.9178850064054
1.0,1.0,1.0,1.0,1.0,1.0,Zalmoxis sp. DNA102524-2,1137387,sentence-transformers/all-mpnet-base-v2,596.5204979293048
1.0,1.0,1.0,1.0,1.0,1.0,Herbaspirillum sp. Os37,1050762,sentence-transformers/all-mpnet-base-v2,596.9790709204972
1.0,1.0,1.0,1.0,1.0,1.0,Entomobryinae sp. BIOUG20825-G05,2106370,sentence-transformers/all-mpnet-base-v2,597.6715959841385
1.0,1.0,1.0,1.0,1.0,1.0,Micrococcus sp. S72-3,528403,sentence-transformers/all-mpnet-base-v2,597.5523019442335
1.0,1.0,1.0,1.0,1.0,1.0,Cucullia nr. eulepis Mitter 273,319980,sentence-transformers/all-mpnet-base-v2,597.1512260148302
1.0,1.0,1.0,1.0,1.0,1.0,Glabraster antarctica,1712426,sentence-transformers/all-mpnet-base-v2,597.2236280795187
1.0,1.0,1.0,1.0,1.0,1.0,Dyella sp. ahR15,1538206,sentence-transformers/all-mpnet-base-v2,596.9835579162464
1.0,1.0,1.0,1.0,1.0,1.0,Triticum macha var. scharaschidzei,3118528,sentence-transformers/all-mpnet-base-v2,597.1665030810982
1.0,1.0,1.0,1.0,1.0,1.0,Chorisoserrata sp.,2983705,sentence-transformers/all-mpnet-base-v2,597.7259980281815
1.0,1.0,1.0,1.0,1.0,1.0,Blattodea sp. CBA1705,1383654,sentence-transformers/all-mpnet-base-v2,597.1289339940995
1.0,1.0,1.0,1.0,1.0,1.0,Stypopodium cf. australasicum,2856304,sentence-transformers/all-mpnet-base-v2,597.2751840017736
1.0,1.0,1.0,1.0,1.0,1.0,Porphyromonadaceae bacterium UBA7041,1952602,sentence-transformers/all-mpnet-base-v2,597.7041870355606
1.0,1.0,1.0,1.0,1.0,1.0,Sorocea sp. MHPAA299-08,1160463,sentence-transformers/all-mpnet-base-v2,597.1851060166955
1.0,1.0,1.0,1.0,1.0,1.0,Zygaena formosa,287254,sentence-transformers/all-mpnet-base-v2,596.7631819657981
1.0,1.0,1.0,1.0,1.0,1.0,Pteromalus sp. BIOUG21832-F01,2476819,sentence-transformers/all-mpnet-base-v2,596.7757429461926
1.0,1.0,1.0,1.0,1.0,1.0,Hyperstrotia sp. n. LMEMB443-09,2568314,sentence-transformers/all-mpnet-base-v2,596.9699979759753
1.0,1.0,1.0,1.0,1.0,1.0,Gordonia phage Opie,2686226,sentence-transformers/all-mpnet-base-v2,597.4099609302357
1.0,1.0,1.0,1.0,1.0,1.0,Eomenopon denticulatum,2965267,sentence-transformers/all-mpnet-base-v2,596.2748600868508
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Notocryptus,3233764,sentence-transformers/all-mpnet-base-v2,596.9525270629674
1.0,1.0,1.0,1.0,1.0,1.0,Libellulidae sp. BOLD:AAN8564,1338567,sentence-transformers/all-mpnet-base-v2,596.2463869946077
1.0,1.0,1.0,1.0,1.0,1.0,Aeribacillus sp. F08D030,1466040,sentence-transformers/all-mpnet-base-v2,596.6587169095874
1.0,1.0,1.0,1.0,1.0,1.0,Asilidae sp. BOLD:AAH2301,1677242,sentence-transformers/all-mpnet-base-v2,596.3204319123179
1.0,1.0,1.0,1.0,1.0,1.0,Lobostemon trigonus,627165,sentence-transformers/all-mpnet-base-v2,596.9789599766955
1.0,1.0,1.0,1.0,1.0,1.0,Candidatus Mediterraneibacter caccavium,2838661,sentence-transformers/all-mpnet-base-v2,596.5554979629815
1.0,1.0,1.0,1.0,1.0,1.0,Neisseria bergeri,1906581,sentence-transformers/all-mpnet-base-v2,596.0309390211478
1.0,1.0,1.0,1.0,1.0,1.0,Trichanthecium distichophyllum,1089145,sentence-transformers/all-mpnet-base-v2,596.3123950641602
1.0,1.0,1.0,1.0,1.0,1.0,Hypoxylon sp. ARIZ FL1873,1798990,sentence-transformers/all-mpnet-base-v2,596.9977680360898
1.0,1.0,1.0,1.0,1.0,1.0,Klebsiella phage Merci,2901335,sentence-transformers/all-mpnet-base-v2,596.0393330315128
1.0,1.0,1.0,1.0,1.0,1.0,Helicoma ambiens,314151,sentence-transformers/all-mpnet-base-v2,597.2015580628067
1.0,1.0,1.0,1.0,1.0,1.0,Vibrio sp. TW6,566553,sentence-transformers/all-mpnet-base-v2,596.323736011982
1.0,1.0,1.0,1.0,1.0,1.0,Deuterophlebiidae,560751,sentence-transformers/all-mpnet-base-v2,596.7800959479064
1.0,1.0,1.0,1.0,1.0,1.0,uncultured bacterium SCICEX 96B,99483,sentence-transformers/all-mpnet-base-v2,597.0234720734879
1.0,1.0,1.0,1.0,1.0,1.0,Limnophyes sp. BIOUG21175-E02,2193686,sentence-transformers/all-mpnet-base-v2,597.3230550298467
1.0,1.0,1.0,1.0,1.0,1.0,Anthemis davisii,589738,sentence-transformers/all-mpnet-base-v2,596.9480479834601
1.0,1.0,1.0,1.0,1.0,1.0,Ptychosyrinx sp. MNHN-IM-2009-17218,2769749,sentence-transformers/all-mpnet-base-v2,597.1143979113549
1.0,1.0,1.0,1.0,1.0,1.0,uncultured Geobacteraceae gel band 2A,69543,sentence-transformers/all-mpnet-base-v2,596.9697759719566
1.0,1.0,1.0,1.0,1.0,1.0,Biosteres longicaudatus,2867632,sentence-transformers/all-mpnet-base-v2,597.1869960194454
1.0,1.0,1.0,1.0,1.0,1.0,Lysionotus heterophyllus var. heterophyllus,2804954,sentence-transformers/all-mpnet-base-v2,596.5034129330888
1.0,1.0,1.0,1.0,1.0,1.0,Bothriurus flavidus,311989,sentence-transformers/all-mpnet-base-v2,598.3089080546051
1.0,1.0,1.0,1.0,1.0,1.0,Candidatus Aglaurobacter,3238830,sentence-transformers/all-mpnet-base-v2,597.4488700740039
1.0,1.0,1.0,1.0,1.0,1.0,Sapovirus wastewater/Influent/Apr2005-m/JPN,930577,sentence-transformers/all-mpnet-base-v2,597.9274160927162
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Alloprevotella,2624623,sentence-transformers/all-mpnet-base-v2,599.2393259657547
1.0,1.0,1.0,1.0,1.0,1.0,Dianous fengtingae,1497304,sentence-transformers/all-mpnet-base-v2,598.063200013712
1.0,1.0,1.0,1.0,1.0,1.0,Epiphragma sp. BIOUG22852-E09,2213971,sentence-transformers/all-mpnet-base-v2,597.2905000671744
1.0,1.0,1.0,1.0,1.0,1.0,Flavobacterium sp. UEJ6-1 B,1255259,sentence-transformers/all-mpnet-base-v2,605.9964429587126
1.0,1.0,1.0,1.0,1.0,1.0,Plerandra costata,327210,sentence-transformers/all-mpnet-base-v2,598.7113330047578
1.0,1.0,1.0,1.0,1.0,1.0,Camarothorax sp. SSA1-1,1333809,sentence-transformers/all-mpnet-base-v2,598.1537150219083
1.0,1.0,1.0,1.0,1.0,1.0,uncultured bacterium BD_contig03662,1627351,sentence-transformers/all-mpnet-base-v2,598.2406350085512
1.0,1.0,1.0,1.0,1.0,1.0,Filimonas sp. R5-375,1166141,sentence-transformers/all-mpnet-base-v2,596.4434000197798
1.0,1.0,1.0,1.0,1.0,1.0,Clostridium botulinum E3 str. GA0808EPA,1359043,sentence-transformers/all-mpnet-base-v2,596.9328590435907
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Chlamydomonadales,120853,sentence-transformers/all-mpnet-base-v2,596.8649459537119
1.0,1.0,1.0,1.0,1.0,1.0,Mycobacterium phage Soshari,2593353,sentence-transformers/all-mpnet-base-v2,597.5739189889282
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Haplohyphes,2620552,sentence-transformers/all-mpnet-base-v2,596.6928850393742
1.0,1.0,1.0,1.0,1.0,1.0,Limnophyes sp. BIOUG20986-B02,2405035,sentence-transformers/all-mpnet-base-v2,616.7590509867296
1.0,1.0,1.0,1.0,1.0,1.0,Dokdonia sp. SW2173,2615034,sentence-transformers/all-mpnet-base-v2,597.0423870021477
1.0,1.0,1.0,1.0,1.0,1.0,Cecidomyiidae sp. BIOUG20768-F10,2349491,sentence-transformers/all-mpnet-base-v2,596.5916760032997
1.0,1.0,1.0,1.0,1.0,1.0,Erebidae sp. sc_03017,1900726,sentence-transformers/all-mpnet-base-v2,597.1036310074851
1.0,1.0,1.0,1.0,1.0,1.0,Echium humile,161689,sentence-transformers/all-mpnet-base-v2,596.4292479911819
1.0,1.0,1.0,1.0,1.0,1.0,Arothron carduus,2562271,sentence-transformers/all-mpnet-base-v2,596.8102420447394
1.0,1.0,1.0,1.0,1.0,1.0,Cecidomyiidae sp. BIOUG32614-E06,2370018,sentence-transformers/all-mpnet-base-v2,596.9014220172539
1.0,1.0,1.0,1.0,1.0,1.0,Ralstonia sp. AB8-16,3035145,sentence-transformers/all-mpnet-base-v2,596.5796500677243
1.0,1.0,1.0,1.0,1.0,1.0,Pseudomonas sp. S24309,1323615,sentence-transformers/all-mpnet-base-v2,596.2649100692943
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/California/113/2015(H3N2)),1865717,sentence-transformers/all-mpnet-base-v2,596.3414059951901
1.0,1.0,1.0,1.0,1.0,1.0,Chiliadenus hesperius,557633,sentence-transformers/all-mpnet-base-v2,597.631702083163
1.0,1.0,1.0,1.0,1.0,1.0,"environmental samples <basidiomycete fungi,suborder Coniophorineae>",2935499,sentence-transformers/all-mpnet-base-v2,596.4913520729169
1.0,1.0,1.0,1.0,1.0,1.0,Helotiales sp. 5 KM-2017,2057399,sentence-transformers/all-mpnet-base-v2,597.0712070120499
1.0,1.0,1.0,1.0,1.0,1.0,Monilia cf. pruinosa sensu Gilman,180977,sentence-transformers/all-mpnet-base-v2,597.0271449768916
1.0,1.0,1.0,1.0,1.0,1.0,Miconia conglomerata,427152,sentence-transformers/all-mpnet-base-v2,597.2567349672318
1.0,1.0,1.0,1.0,1.0,1.0,Aphis sp. BOLD:ACP7809,1864479,sentence-transformers/all-mpnet-base-v2,598.0595699511468
1.0,1.0,1.0,1.0,1.0,1.0,Flavobacteriaceae bacterium Ri1Ps_4676,1359418,sentence-transformers/all-mpnet-base-v2,597.4428729387
1.0,1.0,1.0,1.0,1.0,1.0,Pantopsalis cheliferoides,2822149,sentence-transformers/all-mpnet-base-v2,596.7913309577852
1.0,1.0,1.0,1.0,1.0,1.0,Dicrocoelium circovirus,3037298,sentence-transformers/all-mpnet-base-v2,597.045216942206
1.0,1.0,1.0,1.0,1.0,1.0,Paroedura aff. bastardi lineage D,2860717,sentence-transformers/all-mpnet-base-v2,597.1340199466795
1.0,1.0,1.0,1.0,1.0,1.0,Haemadipsa sp. 1739051,2249138,sentence-transformers/all-mpnet-base-v2,597.2509250277653
1.0,1.0,1.0,1.0,1.0,1.0,Elachistidae gen. elachJanzen01 sp. Janzen392,1102612,sentence-transformers/all-mpnet-base-v2,596.223360975273
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Oklahoma/01/2010(H1N1)),1318400,sentence-transformers/all-mpnet-base-v2,596.5689430013299
1.0,1.0,1.0,1.0,1.0,1.0,Curculionidae sp. SG-BCIOENM-01429,2595837,sentence-transformers/all-mpnet-base-v2,596.6675290837884
1.0,1.0,1.0,1.0,1.0,1.0,Bracoviriform inaniti,36344,sentence-transformers/all-mpnet-base-v2,596.6763909673318
1.0,1.0,1.0,1.0,1.0,1.0,Aphelinidae sp. BIOUG26593-A02,2462953,sentence-transformers/all-mpnet-base-v2,596.5149529511109
1.0,1.0,1.0,1.0,1.0,1.0,Lactobacillaceae bacterium P641,1479576,sentence-transformers/all-mpnet-base-v2,596.7381059890613
1.0,1.0,1.0,1.0,1.0,1.0,Gomphocantharellus,2954818,sentence-transformers/all-mpnet-base-v2,596.8186799436808
1.0,1.0,1.0,1.0,1.0,1.0,Diacamma sp. Dis_Ok01,1486027,sentence-transformers/all-mpnet-base-v2,597.8206479921937
1.0,1.0,1.0,1.0,1.0,1.0,Melanastus,1902568,sentence-transformers/all-mpnet-base-v2,596.8946369830519
1.0,1.0,1.0,1.0,1.0,1.0,Leporinus cylindriformis,3000943,sentence-transformers/all-mpnet-base-v2,596.924428944476
1.0,1.0,1.0,1.0,1.0,1.0,Formica sp. BIOUG14549-A05,2222806,sentence-transformers/all-mpnet-base-v2,596.4569189818576
1.0,1.0,1.0,1.0,1.0,1.0,Gateway entry vector pENTR207-CATMA2a25540,1943058,sentence-transformers/all-mpnet-base-v2,596.4429950108752
1.0,1.0,1.0,1.0,1.0,1.0,Xylaria sp. E14019e,1420485,sentence-transformers/all-mpnet-base-v2,596.7344980454072
1.0,1.0,1.0,1.0,1.0,1.0,Cyathea fulva,1710901,sentence-transformers/all-mpnet-base-v2,596.7628329526633
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Wisconsin/629-D01102/2009(H1N1)),723700,sentence-transformers/all-mpnet-base-v2,597.3611290100962
1.0,1.0,1.0,1.0,1.0,1.0,Aphanizomenon flos-aquae LMECYA 125,463228,sentence-transformers/all-mpnet-base-v2,597.2030980046839
1.0,1.0,1.0,1.0,1.0,1.0,euascomycete sp. GU3 dH10922,99198,sentence-transformers/all-mpnet-base-v2,596.6554500628263
1.0,1.0,1.0,1.0,1.0,1.0,Blakea watsonii,1277829,sentence-transformers/all-mpnet-base-v2,596.9764569308609
1.0,1.0,1.0,1.0,1.0,1.0,Larinotus umbilicatus,1778209,sentence-transformers/all-mpnet-base-v2,596.629323088564
1.0,1.0,1.0,1.0,1.0,1.0,Casinaria sp. CAS-800,1030905,sentence-transformers/all-mpnet-base-v2,597.0768519910052
1.0,1.0,1.0,1.0,1.0,1.0,Asplenium sp. CV 961,218655,sentence-transformers/all-mpnet-base-v2,604.0977810043842
1.0,1.0,1.0,1.0,1.0,1.0,Gonolobinae,1498486,sentence-transformers/all-mpnet-base-v2,598.897862015292
1.0,1.0,1.0,1.0,1.0,1.0,Melanoplus sp. SIOCN067-10,2331217,sentence-transformers/all-mpnet-base-v2,598.7015779828653
1.0,1.0,1.0,1.0,1.0,1.0,clirnapec virus 204,3368197,sentence-transformers/all-mpnet-base-v2,597.4403220461681
1.0,1.0,1.0,1.0,1.0,1.0,Empoasca sp. BIOUG21027-A12,2287772,sentence-transformers/all-mpnet-base-v2,597.5828539812937
1.0,1.0,1.0,1.0,1.0,1.0,denitrifying bacterium W83a,263021,sentence-transformers/all-mpnet-base-v2,597.0337970647961
1.0,1.0,1.0,1.0,1.0,1.0,Phostria,581962,sentence-transformers/all-mpnet-base-v2,596.9135679770261
1.0,1.0,1.0,1.0,1.0,1.0,Meloidogyne hispanica,520120,sentence-transformers/all-mpnet-base-v2,597.4499289877713
1.0,1.0,1.0,1.0,1.0,1.0,Heliura,695056,sentence-transformers/all-mpnet-base-v2,596.6727109625936
1.0,1.0,1.0,1.0,1.0,1.0,Ustilago bromivora x Ustilago hordei,2494676,sentence-transformers/all-mpnet-base-v2,597.1600719494745
1.0,1.0,1.0,1.0,1.0,1.0,Kosmosiphon,1279189,sentence-transformers/all-mpnet-base-v2,597.1181549830362
1.0,1.0,1.0,1.0,1.0,1.0,uncultured Chrysozyma,2066060,sentence-transformers/all-mpnet-base-v2,596.7522480059415
1.0,1.0,1.0,1.0,1.0,1.0,Corynoptera sp. BARS_2015_34_033,2400819,sentence-transformers/all-mpnet-base-v2,597.68799203448
1.0,1.0,1.0,1.0,1.0,1.0,Asplundia sp. MHPAA144-08,1160357,sentence-transformers/all-mpnet-base-v2,596.3223889702931
1.0,1.0,1.0,1.0,1.0,1.0,Zephyranthes clintiae,1263243,sentence-transformers/all-mpnet-base-v2,597.3992840154096
1.0,1.0,1.0,1.0,1.0,1.0,Haloragis erecta,45167,sentence-transformers/all-mpnet-base-v2,596.8474539695308
1.0,1.0,1.0,1.0,1.0,1.0,Stx2c-converting phage Stx2c_JNE102805,2977477,sentence-transformers/all-mpnet-base-v2,597.3185179755092
1.0,1.0,1.0,1.0,1.0,1.0,Scatopsidae sp. BIOUG32170-E01,2413940,sentence-transformers/all-mpnet-base-v2,596.9751810189337
1.0,1.0,1.0,1.0,1.0,1.0,Corynoptera sp. BIOUG31857-B03,2400614,sentence-transformers/all-mpnet-base-v2,596.2200770154595
1.0,1.0,1.0,1.0,1.0,1.0,Shewanella sp. 364,1192081,sentence-transformers/all-mpnet-base-v2,596.9684709561989
1.0,1.0,1.0,1.0,1.0,1.0,Diptera sp. sc_07377,1900493,sentence-transformers/all-mpnet-base-v2,596.1708449758589
1.0,1.0,1.0,1.0,1.0,1.0,Methylobacterium sp. OR05,1090979,sentence-transformers/all-mpnet-base-v2,596.6778909787536
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Mexico/InDRE797/2010(H1N1)),746690,sentence-transformers/all-mpnet-base-v2,597.241195035167
1.0,1.0,1.0,1.0,1.0,1.0,Itaplectops sp. Wood01DHJ05,695883,sentence-transformers/all-mpnet-base-v2,596.9983560498804
1.0,1.0,1.0,1.0,1.0,1.0,Orthocladiinae sp. BIOUG20330-E06,2209339,sentence-transformers/all-mpnet-base-v2,596.4043490821496
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Singapore/GP2297/2009(H1N1)),1203880,sentence-transformers/all-mpnet-base-v2,596.9064929522574
1.0,1.0,1.0,1.0,1.0,1.0,Mycobacterium tuberculosis 04-Ps1_ND_3_B,1455091,sentence-transformers/all-mpnet-base-v2,596.5686070267111
1.0,1.0,1.0,1.0,1.0,1.0,Gonatocerus sp. BIOUG11741-B01,2432728,sentence-transformers/all-mpnet-base-v2,597.7891068905592
1.0,1.0,1.0,1.0,1.0,1.0,Russula sp. AM-2025a,3445470,sentence-transformers/all-mpnet-base-v2,596.6034159064293
1.0,1.0,1.0,1.0,1.0,1.0,Psychrobacter sp. EK-I39,758645,sentence-transformers/all-mpnet-base-v2,597.7173249702901
1.0,1.0,1.0,1.0,1.0,1.0,Sanango sp. Bremer 3352,69072,sentence-transformers/all-mpnet-base-v2,596.3131720200181
1.0,1.0,1.0,1.0,1.0,1.0,Colletotrichum sp. ETHCTR101,1684500,sentence-transformers/all-mpnet-base-v2,597.1372589701787
1.0,1.0,1.0,1.0,1.0,1.0,Nolidae sp. BOLD:AAV4472,1106837,sentence-transformers/all-mpnet-base-v2,597.467447980307
1.0,1.0,1.0,1.0,1.0,1.0,Afrixalus pygmaeus,356183,sentence-transformers/all-mpnet-base-v2,597.4540760507807
1.0,1.0,1.0,1.0,1.0,1.0,Lupinus angustifolius subsp. reticulatus,61119,sentence-transformers/all-mpnet-base-v2,596.3549310108647
1.0,1.0,1.0,1.0,1.0,1.0,Cololejeunea ceratilobula,1186956,sentence-transformers/all-mpnet-base-v2,597.8005779907107
1.0,1.0,1.0,1.0,1.0,1.0,Nonomuraea insulae,1616787,sentence-transformers/all-mpnet-base-v2,596.4962799334899
1.0,1.0,1.0,1.0,1.0,1.0,Psychrobacter sp. m2-41,406239,sentence-transformers/all-mpnet-base-v2,597.0585759496316
1.0,1.0,1.0,1.0,1.0,1.0,Bellamya cf. capillata 17053,1350505,sentence-transformers/all-mpnet-base-v2,597.1163749927655
1.0,1.0,1.0,1.0,1.0,1.0,Hymenoptera sp. BOLD:AAM1048,918901,sentence-transformers/all-mpnet-base-v2,597.4612539866939
1.0,1.0,1.0,1.0,1.0,1.0,Hepatozoon sp. JPM-2014,1497424,sentence-transformers/all-mpnet-base-v2,597.0825690310448
1.0,1.0,1.0,1.0,1.0,1.0,Amanita sp. TAC160,3116625,sentence-transformers/all-mpnet-base-v2,596.4361029909924
1.0,1.0,1.0,1.0,1.0,1.0,Clostridium sp. Iso4-2a,743011,sentence-transformers/all-mpnet-base-v2,597.2934899618849
1.0,1.0,1.0,1.0,1.0,1.0,Influenza A virus (A/Bangkok/INS516/2010(H1N1)),1038220,sentence-transformers/all-mpnet-base-v2,597.2793019609526
1.0,1.0,1.0,1.0,1.0,1.0,Staphylococcus sp. Se1Ps_1923,1362620,sentence-transformers/all-mpnet-base-v2,597.5440220208839
1.0,1.0,1.0,1.0,1.0,1.0,Philosycus sp. 1,257742,sentence-transformers/all-mpnet-base-v2,597.735001007095
1.0,1.0,1.0,1.0,1.0,1.0,Cheloninae sp. BOLD:AAH0558,1252466,sentence-transformers/all-mpnet-base-v2,597.7363570127636
1.0,1.0,1.0,1.0,1.0,1.0,Apterostigma sp. PEH02,2037955,sentence-transformers/all-mpnet-base-v2,598.7675349460915
1.0,1.0,1.0,1.0,1.0,1.0,Candidatus Magasanikbacteria bacterium GW2011_GWC2_41_17,1619048,sentence-transformers/all-mpnet-base-v2,598.7954059382901
1.0,1.0,1.0,1.0,1.0,1.0,unclassified Peratogonus,2645270,sentence-transformers/all-mpnet-base-v2,597.2050729906186
1.0,1.0,1.0,1.0,1.0,1.0,Hybotidae sp. BOLD:ACA7932,1749896,sentence-transformers/all-mpnet-base-v2,604.2333600344136
1.0,1.0,1.0,1.0,1.0,1.0,Keratoisidinae sp. type S1a AMQ-2013,1329955,sentence-transformers/all-mpnet-base-v2,597.8877659654245
1.0,1.0,1.0,1.0,1.0,1.0,Sternula nereis,564719,sentence-transformers/all-mpnet-base-v2,597.6543549913913
1.0,1.0,1.0,1.0,1.0,1.0,Crepidotus amygdalosporus,163934,sentence-transformers/all-mpnet-base-v2,597.1373840002343
1.0,1.0,1.0,1.0,1.0,1.0,Anthoxanthum juncifolium,2050573,sentence-transformers/all-mpnet-base-v2,597.0882599940524
1.0,1.0,1.0,1.0,1.0,1.0,Equulites lineolatus,334713,sentence-transformers/all-mpnet-base-v2,596.5152409626171
1.0,1.0,1.0,1.0,1.0,1.0,Julidae sp. P200114S3003,2798111,sentence-transformers/all-mpnet-base-v2,596.9305540202186
1.0,1.0,1.0,1.0,1.0,1.0,Petaurus sp. CF-2023,3024589,sentence-transformers/all-mpnet-base-v2,596.4507890166715
1.0,1.0,1.0,1.0,1.0,1.0,Thespesia garckeana,1833803,sentence-transformers/all-mpnet-base-v2,597.6111589698121
